UserName,is_gray_scale,H_360_mean,S_100_mean,V_100_mean,P,A,D,H_360_std,S_100_std,V_100_std,H_mean,H_std,yellow,green,cyan,blue,magenta,red,H12_Orange,H12_Yellow,H12_Chartreuse_Green,H12_Green,H12_Spring_Green,H12_Cyan,H12_Azure,H12_Blue,H12_Violet,H12_Magenta,H12_Rose,H12_Red,H_count,Log_H_count
ayeye,0,158.3196824,31.42765684,52.38943606,43.06279539,2.615868927,-29.75912122,105.5706014,21.85231651,25.39227837,0.439776896,0.29325167,0.133214403,0.010297778,0.06102686,0.182622651,0.061626634,0.551211675,0.23968358,0.036728473,0.011910789,0.004054084,0.003512286,0.007417869,0.150304453,0.07079285,0.02837403,0.019832252,0.082689325,0.344700013,6.230769231,1.686975529
bacillus,0,111.3556382,44.23673335,41.03698198,38.0475989,13.8205756,-17.03235163,91.92879396,26.54747988,25.00401027,0.309321217,0.255357761,0.26851769,0.028324789,0.174231351,0.102249957,0.025406205,0.401270007,0.394439961,0.076526685,0.032465427,0.012113316,0.009892796,0.030205058,0.209115,0.026984303,0.009631647,0.011822098,0.027507521,0.159296187,6.0125,1.599911118
badev,0,96.72031582,36.04324766,45.89976236,39.60035052,7.397022266,-23.34998014,80.07496799,26.0735779,25.94770259,0.268667544,0.222430467,0.447994592,0.037423168,0.095099248,0.07877091,0.008656551,0.332055532,0.419921253,0.170374014,0.052964295,0.01235538,0.01534721,0.025884421,0.118229522,0.019239114,0.003805909,0.002832502,0.012658646,0.146387733,5.166189112,1.445012268
badkitteh2,0,130.2214548,31.34574301,45.64079218,38.38821006,4.658800233,-24.65636429,84.99118905,19.90230721,23.86603883,0.361726263,0.236086636,0.252962363,0.021136653,0.154673813,0.210904857,0.029533343,0.33078897,0.345435266,0.07548392,0.014427972,0.008222699,0.022103583,0.042214541,0.227766219,0.069928877,0.017574904,0.008108513,0.039550861,0.129182641,4.409090909,1.297626594
bass_nroll,0,98.93735163,32.92115035,46.26422234,39.16496649,5.410781283,-24.62604087,83.51250411,25.01579969,25.2178336,0.274825977,0.231979178,0.286220589,0.017183107,0.108556898,0.158023137,0.011708255,0.418308016,0.442798594,0.088902777,0.027880623,0.005934589,0.006167567,0.028626194,0.196897668,0.032216152,0.009283284,0.003569834,0.012836184,0.144886538,4.893939394,1.439620124
battarox,0,96.97687581,18.37899165,67.10162721,50.34350094,-9.774109442,-45.11595935,72.58474046,15.48473,17.38743423,0.269380211,0.201624279,0.344733275,0.029452229,0.083867117,0.130595084,0.070177677,0.34117462,0.292139248,0.164480102,0.033199524,0.013902637,0.009980202,0.025775703,0.113028891,0.055919697,0.029301707,0.022432923,0.083866602,0.155972765,5.192307692,1.470684734
belluccini,0,99.9848647,50.96500523,40.77550965,39.34740281,17.93859515,-14.68058566,67.52125354,22.15430442,24.97747449,0.277735735,0.187559038,0.381166923,0.022511983,0.108780015,0.117648225,0.029808236,0.340084618,0.461201038,0.09540385,0.015343369,0.007424555,0.02224493,0.023954997,0.130540698,0.04385652,0.020022148,0.0117124,0.024992494,0.143303004,5.119047619,1.457696115
biagiorandagio,0,99.7343245,32.13726027,52.55202897,43.33109725,2.991227178,-29.65561874,73.14740527,23.85149945,26.37702189,0.27703979,0.203187237,0.390768985,0.030951395,0.103406327,0.120303169,0.009045008,0.345525114,0.49077236,0.104155579,0.042681255,0.008923188,0.02832061,0.01316596,0.158254074,0.02522843,0.00484019,0.003568508,0.01954029,0.100549558,4.990654206,1.378417617
blulu,0,89.88906433,33.92256044,42.24271978,36.61043995,7.258293133,-21.24924769,78.08000334,23.90417949,25.43030867,0.249691845,0.216888898,0.443557605,0.013395121,0.092428703,0.091108796,0.018526269,0.340983504,0.497950311,0.130393084,0.024964123,0.004219063,0.003069383,0.021330194,0.131820463,0.020784963,0.009998712,0.006444432,0.023497134,0.125528141,4.333333333,1.28449944
bobzollen,0,86.60776522,34.46753598,41.17984188,35.99694881,7.914770605,-20.26706832,75.42738298,25.50256467,26.53731115,0.240577126,0.209520508,0.289061713,0.012824184,0.102640046,0.140636914,0.011960512,0.442876632,0.475971595,0.062438327,0.011229382,0.00640049,0.006719436,0.021242247,0.179216461,0.032943698,0.008971898,0.004406837,0.012800739,0.177658889,4.134831461,1.231001111
bradfilice,0,91.2825664,45.79326205,37.58414259,36.00757604,15.82487303,-13.91010451,90.31221372,30.6583662,27.03838738,0.253562684,0.25086726,0.320688535,0.022724949,0.091011496,0.09138424,0.019803999,0.454386781,0.560635649,0.072624226,0.025501274,0.009343623,0.010295549,0.018824339,0.130289712,0.020841061,0.012348559,0.008127268,0.01748161,0.113687128,5.754545455,1.623306986
cacciaramarri,0,97.13095324,34.21644304,53.06297654,44.14107129,4.080343097,-29.3786004,66.18945407,23.31467466,25.36788573,0.269808203,0.183859595,0.46859471,0.016707271,0.17899007,0.082909776,0.005824421,0.24697375,0.439819452,0.165986223,0.037927754,0.004501113,0.008686526,0.055719495,0.186432406,0.012035406,0.00274052,0.00188977,0.007647089,0.076614245,4.292517007,1.332141538
calca,0,103.3721459,30.90146407,47.67664008,39.69520375,3.761120015,-26.34577796,83.20076721,24.22397059,28.20485844,0.28714485,0.231113242,0.23425569,0.088936186,0.137421933,0.19876881,0.023257188,0.317360193,0.289454364,0.083586382,0.039921185,0.03638141,0.051331361,0.043057825,0.224372855,0.043067175,0.00988852,0.008293156,0.029122752,0.141523017,6.606060606,1.74056108
calinore,0,100.9118594,42.17892998,40.96058615,37.54216904,12.60957628,-17.63278788,85.39377072,29.9263641,27.57689674,0.280310721,0.237204919,0.402759866,0.043258157,0.122298146,0.132157046,0.007321323,0.292205463,0.434198798,0.123819192,0.047092446,0.017021874,0.020346693,0.038199447,0.16441083,0.036938826,0.004947808,0.002864536,0.011190838,0.098968713,5.549893843,1.58056194
camoci,0,118.0174952,43.32824924,44.98504874,40.57189846,12.05158444,-20.32359728,83.00412281,27.51227677,27.92772989,0.327826375,0.230567008,0.254850602,0.030467127,0.170925256,0.15146972,0.019583446,0.372703847,0.368483458,0.073986889,0.021337899,0.009238202,0.027144565,0.050107417,0.193055302,0.053737686,0.014649958,0.006691591,0.024179868,0.157387163,5.244186047,1.433104953
carthorse,0,111.6840689,31.5379806,45.62652553,38.42065835,4.778565448,-24.58400561,83.36708369,22.49047739,24.99551331,0.310233525,0.231575232,0.335748145,0.021499728,0.083941559,0.180567779,0.011765999,0.366476789,0.461444041,0.085725514,0.026901727,0.006800622,0.007820251,0.011661992,0.208671494,0.037707588,0.005252873,0.003976027,0.017085977,0.126951896,4.777310924,1.424093348
christos_kapatos,0,113.8918726,31.55041587,55.11496794,44.97041937,1.844609459,-31.79124256,88.87963338,21.78828413,24.56580752,0.316366313,0.24688787,0.422636971,0.019818097,0.161927515,0.054395139,0.018047012,0.323175263,0.574332524,0.083125617,0.029335482,0.005855247,0.004351765,0.044752686,0.157047207,0.010162949,0.003093654,0.010008646,0.014058171,0.063876047,5.083333333,1.542134163
cjrh0de,0,86.11351273,33.8260787,37.25813285,33.14984898,8.745626036,-17.49183578,83.71323871,23.86103982,24.53737738,0.239204202,0.232536774,0.465537808,0.012034184,0.034147183,0.053876746,0.01209916,0.422304917,0.642048498,0.079450103,0.021547323,0.003739463,0.006391754,0.010329455,0.05806849,0.013625743,0.003665175,0.002409141,0.026121462,0.132603393,4.762376238,1.401573976
confusedvision,0,104.3162564,33.10044307,58.05988557,47.34341852,1.861701313,-33.53337125,77.62049845,24.60377469,25.57687469,0.289767379,0.215612496,0.204678607,0.080177038,0.20674813,0.145378303,0.031015576,0.332002344,0.23318199,0.072465035,0.057255769,0.038831638,0.034049545,0.089556863,0.210614013,0.024994263,0.016816596,0.00740961,0.03930436,0.175520319,6,1.658103179
corradogiulietti,0,89.13300066,48.49157532,40.16862706,38.38449924,16.6426708,-15.01085246,74.01449173,25.98873928,26.39647431,0.247591669,0.20559581,0.248311797,0.068052458,0.131655318,0.093451805,0.011873147,0.446655472,0.426942402,0.074263952,0.044821267,0.025831953,0.035360413,0.04311091,0.144338346,0.015811308,0.00534467,0.003884827,0.012718039,0.167571913,5.032786885,1.311951655
cristianella,0,116.6186664,33.24293431,42.16314499,36.40601559,6.875185637,-21.40625122,86.38376881,25.89941348,23.49976627,0.32394074,0.239954913,0.412041238,0.046576439,0.120568957,0.142455425,0.022917277,0.255440663,0.349039663,0.192274439,0.052966806,0.018740363,0.01847943,0.032153481,0.193838725,0.023141461,0.008978703,0.009106233,0.023457725,0.077822974,5.266666667,1.482510738
csh223,0,126.3146426,33.1575815,45.84936746,38.93073148,5.681244988,-24.23509319,96.15914431,23.72879839,24.58487356,0.350874007,0.267108734,0.201272297,0.026096033,0.139666219,0.146108987,0.016520787,0.470335675,0.369744904,0.046299758,0.023040973,0.011734833,0.015058489,0.025262895,0.221068758,0.028262809,0.003669949,0.004463046,0.033401204,0.217992379,6.03902439,1.67999189
cuellar,0,109.6631924,36.05684598,54.36647509,45.44537393,4.780500312,-29.78033036,75.28430432,22.51175549,23.84868118,0.304619979,0.209123068,0.359904109,0.025028799,0.155697316,0.182825618,0.020868708,0.255675448,0.435897244,0.085314697,0.027010868,0.009805668,0.015301071,0.031683006,0.280936916,0.016581745,0.002659501,0.009619446,0.019143478,0.066046358,4.8,1.45685021
cunawarit,0,117.5923686,31.78285982,49.4263508,41.09641121,3.747547146,-27.39351147,89.7293012,21.07969658,24.88465364,0.326645468,0.249248059,0.328437184,0.055200439,0.082650674,0.16792159,0.013224765,0.352565349,0.371260041,0.09949707,0.070914996,0.019379158,0.014121212,0.018196876,0.172878047,0.048346018,0.006918559,0.003858108,0.021188095,0.153441821,6.071942446,1.669305374
danche24,0,103.6041596,33.94183897,52.34675182,43.58646333,4.13761032,-28.92214291,83.66736781,20.70845134,25.83147056,0.287789332,0.232409355,0.410995908,0.058646196,0.102036783,0.105195819,0.016764099,0.306361195,0.463794854,0.114817816,0.061250087,0.020700988,0.013660656,0.03609707,0.133910827,0.025046462,0.008510151,0.006167906,0.020274383,0.0957688,5.224719101,1.51824041
davidej,0,124.9158589,28.73644607,50.8088461,41.38012195,1.491125353,-29.41906029,89.23954629,18.88205734,21.97558897,0.346988497,0.247887629,0.186243206,0.045520715,0.260471656,0.157320776,0.008789955,0.341653688,0.268999628,0.074407429,0.033146871,0.022849236,0.018628727,0.118180392,0.258436811,0.030961183,0.001870631,0.001357808,0.01688523,0.154276056,6.727272727,1.822455093
devicfotos2,0,139.1053617,31.52055204,51.6625709,42.58169537,2.896934248,-29.17697723,75.17146506,15.57562174,20.1599736,0.386403782,0.208809625,0.237844099,0.036630531,0.143790544,0.196587246,0.088362469,0.296785108,0.295111961,0.056768958,0.032832575,0.012733741,0.025032113,0.076138256,0.162648973,0.062002019,0.044842437,0.0413466,0.056183382,0.134358988,5.660194175,1.575590263
dianemwilliams,0,126.0691186,21.2065113,41.59210606,33.36398567,-0.169646095,-24.82391699,70.24426261,14.52707824,21.39554711,0.350191996,0.195122952,0.232487164,0.038059855,0.08224447,0.236112016,0.031464455,0.379632037,0.249445762,0.10655431,0.021389162,0.01976533,0.013695824,0.023763087,0.143688551,0.131963273,0.014721551,0.011429536,0.066696223,0.196887391,2.892086331,0.827233908
dinoia,0,114.6570118,31.43587874,46.73922995,39.16596199,4.372365962,-25.46233357,90.43400267,19.39901971,22.67253553,0.318491699,0.251205563,0.278453952,0.037851448,0.129518427,0.104953655,0.016614467,0.43260805,0.453504884,0.074429181,0.032309031,0.015394644,0.01570028,0.019621581,0.163563963,0.041007669,0.007609699,0.005198195,0.023281148,0.148379724,4.986486486,1.459958121
dolmance,0,122.9942717,38.57334403,50.67802659,43.45397404,7.433818177,-26.17183012,84.17793885,24.0903946,23.27378002,0.341650755,0.233827608,0.249526587,0.021988063,0.156123778,0.215038907,0.023761397,0.333561267,0.367520064,0.069178363,0.027731074,0.008385113,0.010953369,0.027936645,0.270757274,0.059591931,0.013038444,0.010091141,0.02292671,0.111889872,4.686567164,1.392289381
dpattinson,0,100.5756828,32.81473674,48.42602419,40.63319877,4.676774542,-26.30306263,74.90071562,21.94864301,23.22924077,0.279376897,0.208057543,0.251678483,0.047653626,0.188327845,0.111643239,0.011171922,0.389524889,0.448355002,0.063100765,0.038977582,0.021923678,0.018446753,0.111634707,0.165226343,0.007723833,0.011164328,0.000576959,0.015743467,0.097126582,4.719512195,1.347051272
drtatanne,0,113.3420287,40.63004746,42.86856181,38.51791809,11.08877432,-19.57849179,82.3521135,24.6570257,24.75614542,0.314838969,0.228755871,0.270164984,0.015608056,0.167402686,0.187968051,0.015118605,0.343737618,0.401149112,0.073112801,0.018666747,0.005786951,0.011353269,0.035754787,0.258369244,0.048514745,0.008764068,0.003893264,0.01751243,0.11712258,4.871244635,1.39029084
dubhard,0,132.3373573,33.40459651,60.21441439,48.89695716,1.376289444,-35.07348405,81.79642544,22.51598087,24.31155746,0.36760377,0.227212293,0.346198737,0.037584844,0.172769039,0.24170404,0.007379199,0.194364142,0.287775703,0.153048056,0.061957038,0.012389353,0.009092134,0.017945346,0.345433574,0.041940334,0.007113134,0.002334238,0.007775462,0.053195627,5.008810573,1.509082231
dujarandille,0,105.8543784,41.21295546,48.80527581,42.74249051,9.598137774,-23.90386387,80.32232916,23.13587341,23.87805866,0.29403994,0.223117581,0.275197238,0.056223597,0.102265555,0.145686281,0.014962395,0.405664934,0.371931488,0.086123156,0.059236438,0.027153242,0.01908053,0.031448163,0.172742584,0.031147437,0.005063416,0.003535165,0.028501056,0.164037327,4.898148148,1.422857337
elenimahera,0,131.2508345,24.88154852,41.04271008,33.79341063,2.205688985,-23.23036414,61.47977414,18.18507846,24.2108221,0.364585651,0.17077715,0.319336501,0.055472103,0.118097463,0.29368293,0.002725844,0.210685157,0.320572921,0.10063472,0.098933934,0.008662484,0.012981927,0.010955393,0.38152099,0.006485751,0.002415528,0.000936027,0.004967741,0.050932592,3.941176471,1.175565513
elkabong,0,115.7883296,41.44668918,47.01665697,41.55976493,10.29284984,-22.46971876,75.06950412,23.73201188,21.06750575,0.321634249,0.2085264,0.272716925,0.046805283,0.217270845,0.163823442,0.01294836,0.286435145,0.303981003,0.065196054,0.03527958,0.024609239,0.012712954,0.043802747,0.297574658,0.03156447,0.004380145,0.003368363,0.021998264,0.155532527,3.608391608,1.110489552
eneazoi,0,116.2235291,34.72838161,48.77541043,41.29527715,5.716651732,-25.95622981,81.33823878,20.72753239,24.42943351,0.322843136,0.225939552,0.339288765,0.038225328,0.15767084,0.14459432,0.022019453,0.298201294,0.365136996,0.111600594,0.046717827,0.012887452,0.020931902,0.058506671,0.171117057,0.047412539,0.017592004,0.008444682,0.019351753,0.120300527,6.625,1.732058453
errjott,0,95.21419691,32.96685563,44.08516141,37.67146961,6.113713341,-22.95532887,81.04735688,23.46747386,23.81623956,0.26448388,0.225131547,0.292717091,0.026256613,0.11919773,0.196100786,0.017474433,0.348253346,0.370113152,0.092148363,0.02841394,0.015036227,0.004965733,0.025906991,0.245310872,0.035928323,0.008786567,0.004091722,0.022888134,0.146409978,5.159090909,1.522032725
fabuchan,0,48.95192389,10.93550684,63.94538817,46.52812934,-13.26176623,-45.09913282,58.01717024,16.45978663,21.58117677,0.135977566,0.161158806,0.18537555,0.000956281,0.153199126,0.428188107,0.02840487,0.20387607,0.18042719,0.094682825,0.032937924,0.000232887,0.001515246,0.008822166,0.551297255,0.019123299,0.001815708,0.000755654,0.051070086,0.057319755,3.375,1.170532807
ferra,0,109.8906365,40.24123442,43.80970742,39.08176969,10.56373135,-20.41818262,82.33627899,22.50789225,25.41004353,0.305251768,0.228711886,0.310361883,0.056475807,0.090044727,0.172503643,0.028488971,0.342124965,0.370018887,0.124428494,0.053344477,0.023183276,0.017208036,0.021267573,0.159896709,0.061462654,0.024021951,0.012873237,0.017102794,0.115191914,5.19047619,1.478821974
fiumeazzurro,0,99.54916634,44.5133646,49.73556774,44.11048195,11.28999276,-23.55475481,88.45116916,25.82863645,25.74596387,0.276525462,0.245697692,0.266501654,0.033918388,0.056563353,0.149701215,0.006632341,0.48668305,0.457313062,0.063925586,0.034303773,0.012936626,0.009287859,0.009855792,0.155430923,0.035448166,0.00270144,0.002095584,0.011911638,0.20478955,5.002590674,1.46265717
fiumi,0,99.27236747,28.76906783,55.46878475,44.6026564,0.066117428,-32.9501747,61.06307386,17.39059564,19.34563584,0.275756576,0.169619649,0.148936869,0.013446227,0.074104138,0.49289661,0.023212116,0.247404043,0.21995736,0.060935032,0.024030816,0.00456347,0.009250468,0.004588126,0.525850436,0.029106984,0.005824333,0.004795476,0.031300456,0.079797048,4,1.157427032
fotocarla,0,95.58369236,30.17128378,48.78080537,40.29643814,2.980720604,-27.41860127,72.67897699,20.32686975,23.35556029,0.265510257,0.201886047,0.357794334,0.045827771,0.125817583,0.125142668,0.008539611,0.336878032,0.400673131,0.131176641,0.037840939,0.017381463,0.026106722,0.034209494,0.167435329,0.032057718,0.004584625,0.003730307,0.010786365,0.134017266,4.611428571,1.346144205
franciskje,0,119.9245323,38.40475054,48.81710291,42.13284613,7.909548423,-24.81147804,93.06612322,27.30570482,27.84555982,0.333123701,0.258517009,0.262768564,0.021829892,0.163395673,0.183570385,0.021707565,0.346727921,0.38216577,0.060026173,0.027797596,0.007256487,0.00939811,0.034624309,0.260092078,0.039974825,0.013508121,0.009997428,0.016921507,0.138237597,5.805845511,1.624930026
funky64,0,85.31349692,28.46350998,38.70858122,32.97089324,5.078445808,-20.31019854,83.542574,24.43030181,25.45946995,0.236981936,0.232062706,0.40568799,0.030618284,0.071553098,0.12430807,0.009998859,0.357833699,0.498466584,0.107789001,0.035793516,0.010396208,0.011274623,0.027045466,0.120524168,0.038392318,0.005266911,0.003414403,0.014969112,0.126667693,4.726415094,1.413729647
futile,0,140.9346628,39.81971094,44.45486539,39.43419353,10.1108183,-21.04339019,116.6420643,21.9370366,24.02788294,0.391485174,0.324005734,0.120792334,0.011790978,0.037772499,0.081745486,0.069252251,0.678646449,0.270863484,0.043555053,0.012339339,0.005371785,0.004861015,0.012743965,0.050152026,0.036317078,0.035091485,0.025536965,0.078051432,0.425116371,5.046511628,1.47288377
gaetanofornelli,0,86.47270554,17.25095459,44.40118191,34.43202552,-3.413793637,-28.22459278,84.0850891,24.25224766,30.11578404,0.24020196,0.233569692,0.255781971,0.000917256,0.020686309,0.00740133,0.105396065,0.609817068,0.332946866,0.097101959,0.001791004,0.000256604,0.001277484,0.0117036,0.013818165,0.00110977,0.008411639,0.067623587,0.039341729,0.424617591,2.946236559,0.981253717
gdominici,0,115.4294535,38.10393586,50.98093607,43.55971178,7.058271336,-26.55225193,85.6544287,22.30337251,23.53591051,0.320637371,0.237928969,0.206781978,0.013527786,0.150169345,0.220487909,0.038359475,0.370673507,0.312560969,0.045943485,0.023278288,0.005053114,0.014410576,0.049363307,0.266391902,0.039230431,0.019751526,0.013650782,0.032360995,0.17800462,4.4375,1.305491972
gertie_du,0,113.3433289,31.53638337,54.31762784,44.41716755,2.083365388,-31.18975448,83.48252921,21.78977908,26.29246241,0.31484258,0.231895914,0.410303997,0.068635472,0.105834349,0.138548161,0.009311493,0.267366529,0.371093051,0.127885411,0.126930607,0.019660638,0.011895678,0.020811542,0.193651145,0.022738553,0.004272746,0.003215134,0.014013381,0.083832111,5.523178808,1.534514787
ghedo,0,78.78560562,51.07613005,39.41759095,38.43488636,18.42622483,-13.6130075,70.64544089,25.48507709,25.41047913,0.218848904,0.196237336,0.328026979,0.030007493,0.166994881,0.075190802,0.042862315,0.356917529,0.422010013,0.08352665,0.036608829,0.009572175,0.032790834,0.071922555,0.136298081,0.011075641,0.002937904,0.023298438,0.023122671,0.146836218,4.384615385,1.308993722
ghettostreetmob,0,116.4068023,32.19329205,48.57173359,40.59702043,4.258737815,-26.61266407,83.92164541,19.163214,22.47890521,0.323352229,0.233115682,0.314402505,0.052279323,0.178594958,0.091487996,0.020849185,0.342386035,0.362795089,0.097881199,0.057938567,0.016719846,0.024499738,0.078973449,0.137989623,0.031753188,0.013028571,0.007946279,0.021130265,0.149344185,6.169642857,1.649719745
giancarvedsse,0,111.9375689,37.36798481,40.53175567,36.18786807,9.855946626,-18.84637917,76.55600907,21.55230311,23.82103045,0.310937691,0.212655581,0.332274606,0.04173095,0.152243645,0.199719482,0.014793601,0.259237716,0.392796985,0.080258121,0.050189404,0.014374488,0.010806882,0.027998401,0.27724342,0.037157223,0.007595463,0.007316973,0.012342486,0.08192015,4.91322314,1.390483304
giorgioviolino,0,106.5286811,34.66097974,45.9992937,39.36492819,6.536806795,-23.86794969,87.51864628,24.45184041,28.0138169,0.295913003,0.243107351,0.315367302,0.02504616,0.109338835,0.157177179,0.028082471,0.364988054,0.394563279,0.086954376,0.03243199,0.010119097,0.01041001,0.037135124,0.141750235,0.069103618,0.020044128,0.010383296,0.026752739,0.160352108,5.074074074,1.479658644
giuseppeandreamosca,0,118.8255405,39.06520006,48.21005148,41.85927954,8.494004077,-24.13877511,87.97727476,22.24976987,22.3116874,0.330070946,0.244381319,0.357321955,0.025380503,0.064293966,0.255509517,0.022445034,0.275049026,0.426183494,0.096971577,0.018776359,0.017000459,0.005425672,0.012290855,0.259709926,0.042969606,0.007541017,0.009501434,0.021630276,0.081999327,4.654320988,1.40575563
giuseppelia,0,119.247795,21.67720727,73.08348227,55.19658836,-9.649555138,-48.60674019,98.35505207,19.3454957,22.60188941,0.331243875,0.273208478,0.149011017,0.045080511,0.137911137,0.35087148,0.02976772,0.287358137,0.168650227,0.066097449,0.052491355,0.001699507,0.00192333,0.057069717,0.290624431,0.131410632,0.014139994,0.011073281,0.055697088,0.149122981,3.5,1.127956626
gomaba,0,115.4698267,39.87133692,55.59445753,47.13186982,6.68852032,-29.4929599,84.27825055,26.34320921,28.36486776,0.320749519,0.234106252,0.387999631,0.033923715,0.192790333,0.117947039,0.010146255,0.257193027,0.413195478,0.11494926,0.050833478,0.01256763,0.012371529,0.042047471,0.240288236,0.018817453,0.005663686,0.004080865,0.012262597,0.072922318,5.586956522,1.586621688
gonzale,0,112.7851238,36.70757192,33.11363385,30.92407318,11.75931666,-13.41993871,89.64141215,23.54552255,21.48175992,0.313292011,0.249003923,0.269937353,0.034816524,0.115552982,0.180331286,0.019941003,0.379420851,0.414247837,0.069306703,0.029738675,0.013860839,0.018909561,0.031678453,0.202831332,0.04472923,0.009178369,0.006935961,0.023434202,0.135148839,5.252427184,1.494866754
gor44,0,114.0049307,46.68895021,31.74930222,32.17858757,18.17108644,-9.189005617,67.42165558,22.19913874,18.07757918,0.316680363,0.187282377,0.401101934,0.032204634,0.097862395,0.190549125,0.066514496,0.211767414,0.307417245,0.176891162,0.059815703,0.00919493,0.017513674,0.011632773,0.198235734,0.058065444,0.017355048,0.039104644,0.039819036,0.064954607,4.034602076,1.248997032
gronco,0,124.7420513,28.05293853,57.44272903,45.8071295,-0.975482881,-34.67953373,84.96538324,20.12456469,24.49668976,0.346505698,0.236014953,0.200358185,0.048264008,0.243711609,0.160259277,0.021517777,0.325889145,0.2907971,0.064013069,0.034824872,0.020311483,0.024243808,0.084944398,0.267918666,0.034583883,0.009030402,0.006021645,0.028575303,0.134735371,5.8046875,1.647604011
gustavominas,0,116.4510436,35.19627408,35.76213366,32.41905252,10.03150301,-15.91641388,90.47828921,27.00772456,28.35722611,0.323475121,0.251328581,0.26325165,0.041796657,0.217290218,0.140558892,0.008425894,0.328676687,0.355483468,0.081007438,0.02662475,0.016146141,0.026549108,0.060918763,0.241988089,0.037930015,0.004567556,0.003316244,0.01267967,0.132788758,6.481220657,1.738663017
gustavopaz,0,38.14429243,14.89593935,33.88169219,26.65547427,-1.56576097,-20.98338548,37.57759728,19.1480084,28.69265273,0.105956368,0.104382215,0.787782711,0,0,0,0,0.212217289,0.906598344,0.091408831,0,0,0,0,0,0,0,0,0,0.001992825,2.304347826,0.816549605
haterzgonnahate,0,116.2131862,27.82038773,47.17377396,38.67038933,2.068362707,-26.94954414,74.56300139,18.46977965,25.78094805,0.322814406,0.207119448,0.231466095,0.060572327,0.135221097,0.217152651,0.024261223,0.331326607,0.331452869,0.067837449,0.039699979,0.026926663,0.026796512,0.032184621,0.23508659,0.0722643,0.009849801,0.01115351,0.021269639,0.125478065,4.294478528,1.30030544
haumont,0,64.85719664,27.9190871,41.44369669,34.73834988,3.903906287,-22.56310161,51.34780555,19.93460872,25.82401528,0.18015888,0.142632793,0.52353918,0.030245875,0.060303989,0.051773829,0.007234344,0.326902782,0.497064449,0.225287411,0.027661163,0.012223868,0.018577945,0.018519704,0.04680636,0.032701098,0.004331294,0.002823853,0.006267344,0.107735501,3.914285714,1.104769978
htakashi,0,110.9874647,37.03692858,46.36677053,40.14119595,7.848458286,-23.38692845,70.26704455,19.76862467,22.22795852,0.308298513,0.195186235,0.437659463,0.061116438,0.099559737,0.124983046,0.013732629,0.262948688,0.382613044,0.136908724,0.119528061,0.019518371,0.016714716,0.027168629,0.156491067,0.029335141,0.006525685,0.003816185,0.023150398,0.078229983,4.413793103,1.307402367
iamminefoto,0,131.8724006,43.00135255,41.2203248,37.90232167,13.02251085,-17.56701403,90.52402127,26.06638115,24.72111708,0.366312224,0.251455615,0.25477624,0.032755575,0.166121771,0.149648676,0.03836184,0.358335898,0.310745162,0.082348511,0.012094647,0.009298092,0.030075656,0.068635217,0.174252457,0.057119847,0.010977243,0.012163793,0.050321964,0.181967413,5.082191781,1.468228691
ilguidoz,0,120.8457474,26.96893436,58.95334385,46.61097282,-2.09417598,-36.17448233,70.99268686,16.06376566,20.01928276,0.335682632,0.197201908,0.31210439,0.015202908,0.149713862,0.153297742,0.025782273,0.343898824,0.429017801,0.076662791,0.01790827,0.004746564,0.016032375,0.059285186,0.169113943,0.057431266,0.010151123,0.007944263,0.038795594,0.112910822,4.00390625,1.220336089
ilovetodig0044,0,117.97322,35.67874691,47.07865159,40.33359392,6.812866151,-24.3625762,83.90957883,21.31997619,23.54254455,0.327703389,0.233082163,0.372002087,0.027838669,0.065808334,0.161174994,0.033950701,0.339225215,0.393039253,0.124945597,0.051783295,0.006674795,0.014469906,0.014145711,0.130646022,0.060101357,0.024012767,0.011862039,0.036824672,0.131494589,4.96460177,1.456701939
impala74,0,104.4041961,29.34904772,50.91645461,41.58914418,1.825327704,-29.30481023,85.57836848,18.91884931,23.47042825,0.290011656,0.23771769,0.290017794,0.013565454,0.096786911,0.183044895,0.015914546,0.400670401,0.475097774,0.066123829,0.019357922,0.004149173,0.006971203,0.041743757,0.187370186,0.040813756,0.009771947,0.006507315,0.015159303,0.126933832,4.976076555,1.463791576
isco72,0,124.2576994,33.86481224,56.30954366,46.30384381,2.86292881,-31.95851326,91.10474756,27.40665938,27.71827979,0.345160276,0.253068743,0.244843536,0.027943724,0.208360494,0.214278725,0.026326953,0.278246568,0.287522358,0.077344366,0.029865762,0.01002558,0.015551672,0.042290066,0.273118688,0.080621838,0.027097166,0.007827001,0.021443881,0.127291612,6.714285714,1.735817933
jack-toohey,0,161.2960488,20.11541332,53.43644575,41.2965385,-4.496050192,-34.17476651,94.72233386,12.76390181,21.37459583,0.44804458,0.263117594,0.170208201,0.038670623,0.124354427,0.19104279,0.063435756,0.412288201,0.245114838,0.066757629,0.024398111,0.019006895,0.016861398,0.033363963,0.179263125,0.071130768,0.037201005,0.024411875,0.085346347,0.197144044,6.140350877,1.646371564
janchan,0,64.88486868,35.13586851,42.59222577,37.11852685,7.877931117,-21.12661366,67.00801363,20.48655092,23.01742135,0.180235747,0.186133371,0.310624681,0.075909193,0.183456675,0.183039819,0.010582377,0.236387254,0.341848058,0.088790963,0.132019923,0.020288477,0.005080204,0.014499616,0.325252809,0.023977082,0.001006477,0.000650105,0.018791501,0.027794791,5.166666667,1.505997831
